,Circle,Police Station,Event Type,Create Date/Time
1221,C1,PS2,Missing,03-05-2021 17:19
1222,C1,PS2,Sos,03-05-2021 18:48
1223,C1,PS2,Crime On Phone Mobile Social Media Internet,03-05-2021 20:26
1224,C1,PS2,Dispute,03-05-2021 23:05
1225,C1,PS2,Dispute,03-05-2021 23:52
1226,C1,PS2,Domestic Violence,04-05-2021 10:32
1227,C1,PS2,Crime On Phone Mobile Social Media Internet,04-05-2021 11:58
1228,C1,PS2,Domestic Violence,04-05-2021 12:19
1229,C1,PS2,Corona,04-05-2021 14:12
1230,C1,PS2,Domestic Violence,04-05-2021 15:09
1231,C1,PS2,Corona,04-05-2021 15:13
1232,C1,PS2,Domestic Violence,04-05-2021 17:01
1233,C1,PS2,Information Against Police,04-05-2021 17:26
1234,C1,PS2,Domestic Violence,05-05-2021 15:04
1235,C1,PS2,Threat In Person,05-05-2021 16:36
1236,C1,PS2,Crime On Phone Mobile Social Media Internet,05-05-2021 19:15
1237,C1,PS2,Crime On Phone Mobile Social Media Internet,05-05-2021 19:21
1238,C1,PS2,Domestic Violence,05-05-2021 20:21
1239,C1,PS2,Domestic Violence,05-05-2021 21:41
1240,C1,PS2,Dispute,05-05-2021 22:15
1241,C1,PS2,Crime On Phone Mobile Social Media Internet,06-05-2021 09:59
1244,C1,PS2,Dispute,06-05-2021 16:18
1245,C1,PS2,Cyber Crimes,06-05-2021 16:37
1246,C1,PS2,Dispute,06-05-2021 18:39
1247,C1,PS2,Threat In Person,06-05-2021 20:08
1248,C1,PS2,Medium Fire,06-05-2021 22:39
1249,C1,PS2,Dispute,06-05-2021 23:16
1250,C1,PS2,Theft,07-05-2021 11:34
1251,C1,PS2,Corona,07-05-2021 11:44
1252,C1,PS2,Corona,07-05-2021 12:43
1253,C1,PS2,Robbery,07-05-2021 13:16
1254,C1,PS2,Corona,07-05-2021 15:22
1255,C1,PS2,Cyber Crimes,07-05-2021 17:51
1257,C1,PS2,Dispute,07-05-2021 22:50
1258,C1,PS2,Dispute,07-05-2021 23:25
1259,C1,PS2,Crime On Phone Mobile Social Media Internet,08-05-2021 08:46
1261,C1,PS2,Dispute,08-05-2021 11:03
1262,C1,PS2,Dispute,08-05-2021 13:03
1263,C1,PS2,Dispute,08-05-2021 13:37
1264,C1,PS2,Corona,08-05-2021 18:14
1265,C1,PS2,Corona,08-05-2021 19:46
1266,C1,PS2,Information Against Police,08-05-2021 21:38
1267,C1,PS2,Corona,09-05-2021 04:19
1268,C1,PS2,Theft,09-05-2021 07:10
1269,C1,PS2,Corona,09-05-2021 09:39
1270,C1,PS2,Corona,09-05-2021 11:24
1271,C1,PS2,Corona,09-05-2021 12:08
1272,C1,PS2,Threat In Person,09-05-2021 12:13
1273,C1,PS2,Corona,09-05-2021 14:21
1274,C1,PS2,Dispute,09-05-2021 14:26
1275,C1,PS2,Domestic Violence,09-05-2021 18:21
1276,C1,PS2,Domestic Violence,09-05-2021 19:23
1277,C1,PS2,Corona,09-05-2021 19:55
1278,C1,PS2,Dispute,09-05-2021 21:15
1279,C1,PS2,Domestic Violence,10-05-2021 01:28
1280,C1,PS2,Dispute,10-05-2021 07:24
1281,C1,PS2,Threat In Person,10-05-2021 07:48
1282,C1,PS2,Corona,10-05-2021 10:13
1283,C1,PS2,Sos,10-05-2021 11:06
1284,C1,PS2,Female Sexual Harrassment,10-05-2021 21:06
1285,C1,PS2,Threat In Person,10-05-2021 21:08
1286,C1,PS2,Dispute,11-05-2021 08:06
1287,C1,PS2,Dispute,11-05-2021 08:51
1288,C1,PS2,Dispute,11-05-2021 08:54
1289,C1,PS2,Dispute,11-05-2021 09:32
1290,C1,PS2,Threat In Person,11-05-2021 10:04
1291,C1,PS2,Corona,11-05-2021 12:03
1292,C1,PS2,Cyber Crimes,11-05-2021 12:43
1296,C1,PS2,Domestic Violence,11-05-2021 16:56
1297,C1,PS2,Dispute,12-05-2021 01:19
1298,C1,PS2,Threat In Person,12-05-2021 07:19
1299,C1,PS2,Dispute,12-05-2021 12:02
1300,C1,PS2,Corona,12-05-2021 14:56
1301,C1,PS2,Threat In Person,12-05-2021 17:47
1302,C1,PS2,Corona,12-05-2021 17:57
1304,C1,PS2,Dispute,12-05-2021 20:50
1306,C1,PS2,Threat In Person,12-05-2021 23:17
1307,C1,PS2,Female Sexual Harrassment,12-05-2021 23:21
1308,C1,PS2,Dispute,12-05-2021 23:47
1309,C1,PS2,Female Sexual Harrassment,13-05-2021 16:09
1312,C1,PS2,Domestic Violence,13-05-2021 19:41
1313,C1,PS2,Dispute,13-05-2021 23:14
1314,C1,PS2,Female Sexual Harrassment,14-05-2021 00:11
1317,C1,PS2,Female Sexual Harrassment,14-05-2021 04:05
1318,C1,PS2,Attempted Murder,14-05-2021 04:17
1319,C1,PS2,Threat In Person,14-05-2021 08:42
1320,C1,PS2,Domestic Violence,14-05-2021 09:22
1321,C1,PS2,Domestic Violence,14-05-2021 11:30
1322,C1,PS2,Dispute,14-05-2021 14:10
1323,C1,PS2,Domestic Violence,14-05-2021 14:51
1324,C1,PS2,Threat In Person,14-05-2021 18:56
1325,C1,PS2,Dispute,14-05-2021 19:03
1326,C1,PS2,Dispute,14-05-2021 19:09
1327,C1,PS2,Crime On Phone Mobile Social Media Internet,14-05-2021 19:59
1328,C1,PS2,Dispute,14-05-2021 22:37
1329,C1,PS2,Domestic Violence,14-05-2021 22:42
1330,C1,PS2,Animals Related,14-05-2021 22:57
1331,C1,PS2,Domestic Violence,15-05-2021 07:16
1332,C1,PS2,Threat In Person,15-05-2021 10:25
1333,C1,PS2,Theft,15-05-2021 11:27
1334,C1,PS2,Threat In Person,15-05-2021 12:33
1335,C1,PS2,Dispute,15-05-2021 13:21
1336,C1,PS2,Dispute,15-05-2021 16:38
1337,C1,PS2,Dispute,15-05-2021 16:49
1339,C1,PS2,Threat In Person,15-05-2021 18:12
1340,C1,PS2,Property Disputes,15-05-2021 20:02
1341,C1,PS2,Corona,15-05-2021 20:44
1342,C1,PS2,Property Disputes,15-05-2021 20:48
1343,C1,PS2,Domestic Violence,15-05-2021 21:15
1345,C1,PS2,Domestic Violence,15-05-2021 22:06
1346,C1,PS2,Threat In Person,15-05-2021 22:06
1347,C1,PS2,Corona,15-05-2021 23:13
1348,C1,PS2,Medium Fire,15-05-2021 23:22
1349,C1,PS2,Domestic Violence,16-05-2021 07:26
1350,C1,PS2,Dispute,16-05-2021 09:45
1351,C1,PS2,Domestic Violence,16-05-2021 10:30
1352,C1,PS2,Dispute,16-05-2021 13:39
1353,C1,PS2,Information Against Police,16-05-2021 13:40
1354,C1,PS2,Dispute,16-05-2021 13:44
1355,C1,PS2,Medium Fire,16-05-2021 19:36
1356,C1,PS2,Dispute,16-05-2021 20:06
1357,C1,PS2,Property Disputes,16-05-2021 20:21
1358,C1,PS2,Domestic Violence,16-05-2021 20:56
1359,C1,PS2,Dispute,16-05-2021 21:00
1360,C1,PS2,Dispute,16-05-2021 22:30
1361,C1,PS2,Threat In Person,17-05-2021 00:03
1363,C1,PS2,Dispute,17-05-2021 02:44
1364,C1,PS2,Domestic Violence,17-05-2021 09:45
1365,C1,PS2,Dispute,17-05-2021 11:26
1366,C1,PS2,Dispute,17-05-2021 11:52
1367,C1,PS2,Threat In Person,17-05-2021 11:59
1368,C1,PS2,Threat In Person,17-05-2021 15:07
1369,C1,PS2,Sos,17-05-2021 15:18
1370,C1,PS2,Sos,17-05-2021 15:33
1371,C1,PS2,Crime On Phone Mobile Social Media Internet,17-05-2021 20:23
1372,C1,PS2,Dispute,17-05-2021 22:40
1373,C1,PS2,Domestic Violence,17-05-2021 22:50
1374,C1,PS2,Domestic Violence,18-05-2021 06:55
1375,C1,PS2,Domestic Violence,18-05-2021 09:20
1376,C1,PS2,Domestic Violence,18-05-2021 09:53
1377,C1,PS2,Domestic Violence,18-05-2021 10:18
1378,C1,PS2,Domestic Violence,18-05-2021 11:11
1379,C1,PS2,Crime On Phone Mobile Social Media Internet,18-05-2021 12:30
1380,C1,PS2,Dispute,18-05-2021 15:55
1381,C1,PS2,Domestic Violence,18-05-2021 17:42
1382,C1,PS2,Corona,18-05-2021 20:21
1383,C1,PS2,Dispute,18-05-2021 20:35
1384,C1,PS2,Dispute,18-05-2021 20:57
1385,C1,PS2,Threat In Person,18-05-2021 21:00
1386,C1,PS2,Domestic Violence,18-05-2021 23:03
1387,C1,PS2,Domestic Violence,18-05-2021 23:17
1388,C1,PS2,Dispute,19-05-2021 00:46
1389,C1,PS2,Suspicious Person Information,19-05-2021 14:39
1390,C1,PS2,Dispute,19-05-2021 16:28
1391,C1,PS2,Corona,19-05-2021 17:09
1392,C1,PS2,Corona,19-05-2021 21:14
1394,C1,PS2,Domestic Violence,19-05-2021 22:31
1395,C1,PS2,Suspicious Person Information,19-05-2021 22:31
1396,C1,PS2,Sos,20-05-2021 10:10
1397,C1,PS2,Cyber Crimes,20-05-2021 10:24
1398,C1,PS2,Dispute,20-05-2021 15:51
1399,C1,PS2,Dispute,20-05-2021 19:39
1401,C1,PS2,Domestic Violence,20-05-2021 22:33
1402,C1,PS2,Missing,20-05-2021 23:43
1403,C1,PS2,Property Disputes,21-05-2021 10:06
1404,C1,PS2,Domestic Violence,21-05-2021 11:41
1405,C1,PS2,Sos,21-05-2021 16:21
1406,C1,PS2,Animals Related,21-05-2021 17:03
1407,C1,PS2,Threat In Person,21-05-2021 17:07
1408,C1,PS2,Threat In Person,21-05-2021 17:58
1409,C1,PS2,Suspicious Person Information,21-05-2021 22:34
1410,C1,PS2,Threat In Person,22-05-2021 00:39
1411,C1,PS2,Corona,22-05-2021 11:11
1412,C1,PS2,Crime On Phone Mobile Social Media Internet,22-05-2021 11:42
1413,C1,PS2,Threat In Person,22-05-2021 14:19
1414,C1,PS2,Domestic Violence,22-05-2021 16:56
1415,C1,PS2,Domestic Violence,22-05-2021 19:45
1416,C1,PS2,Dispute,22-05-2021 20:52
1417,C1,PS2,Threat In Person,22-05-2021 21:28
1418,C1,PS2,Differently Abled People,23-05-2021 06:28
1419,C1,PS2,Property Disputes,23-05-2021 11:31
1420,C1,PS2,Domestic Violence,23-05-2021 11:43
1421,C1,PS2,Encroachment,23-05-2021 13:12
1422,C1,PS2,Dispute,23-05-2021 15:57
1423,C1,PS2,Female Harrassment,23-05-2021 17:20
1424,C1,PS2,Dispute,23-05-2021 18:21
1425,C1,PS2,Corona,23-05-2021 19:58
1426,C1,PS2,Dispute,23-05-2021 21:22
1427,C1,PS2,Robbery,23-05-2021 21:48
1428,C1,PS2,Threat In Person,23-05-2021 21:56
1429,C1,PS2,Information Against Other Government Departments,24-05-2021 06:18
1430,C1,PS2,Corona,24-05-2021 11:24
1431,C1,PS2,Theft,24-05-2021 11:27
1432,C1,PS2,Corona,24-05-2021 12:39
1433,C1,PS2,Dispute,24-05-2021 16:33
1434,C1,PS2,Corona,24-05-2021 16:44
1435,C1,PS2,Threat In Person,24-05-2021 19:27
1436,C1,PS2,Threat In Person,24-05-2021 20:33
1437,C1,PS2,Threat In Person,24-05-2021 21:40
1438,C1,PS2,Theft,24-05-2021 22:51
1440,C1,PS2,Dispute,25-05-2021 12:53
1441,C1,PS2,Dispute,25-05-2021 12:55
1443,C1,PS2,Child Crime,25-05-2021 20:00
1444,C1,PS2,Dispute,25-05-2021 20:18
1445,C1,PS2,Domestic Violence,25-05-2021 21:25
1446,C1,PS2,Dispute,25-05-2021 23:06
1447,C1,PS2,Dispute,26-05-2021 01:01
1448,C1,PS2,Dispute,26-05-2021 11:28
1449,C1,PS2,Missing,26-05-2021 12:41
1450,C1,PS2,Domestic Violence,26-05-2021 13:32
1451,C1,PS2,Cyber Crimes,26-05-2021 15:45
1452,C1,PS2,Corona,26-05-2021 17:33
1453,C1,PS2,Dispute,26-05-2021 17:52
1455,C1,PS2,Corona,26-05-2021 18:34
1456,C1,PS2,Domestic Violence,26-05-2021 18:37
1457,C1,PS2,Dispute,26-05-2021 19:15
1458,C1,PS2,Domestic Violence,26-05-2021 20:51
1459,C1,PS2,Dispute,26-05-2021 21:42
1460,C1,PS2,Domestic Violence,26-05-2021 23:34
1461,C1,PS2,Dispute,26-05-2021 23:50
1462,C1,PS2,Kidnap,26-05-2021 23:54
1463,C1,PS2,Domestic Violence,27-05-2021 00:52
1464,C1,PS2,Threat In Person,27-05-2021 08:51
1465,C1,PS2,Theft,27-05-2021 11:15
1466,C1,PS2,Corona,27-05-2021 11:47
1467,C1,PS2,Dispute,27-05-2021 13:44
1468,C1,PS2,Differently Abled People,27-05-2021 15:20
1469,C1,PS2,Threat In Person,27-05-2021 17:10
1470,C1,PS2,Dispute,27-05-2021 17:54
1471,C1,PS2,Property Disputes,27-05-2021 18:07
1472,C1,PS2,Threat In Person,27-05-2021 19:32
1473,C1,PS2,Corona,27-05-2021 20:31
1474,C1,PS2,Corona,27-05-2021 21:09
1475,C1,PS2,Domestic Violence,27-05-2021 23:43
1476,C1,PS2,Female Sexual Harrassment,28-05-2021 02:40
1477,C1,PS2,Differently Abled People,28-05-2021 08:04
1478,C1,PS2,Theft,28-05-2021 11:36
1479,C1,PS2,Dispute,28-05-2021 12:01
1480,C1,PS2,Threat In Person,28-05-2021 13:47
1481,C1,PS2,Dispute,28-05-2021 15:07
1482,C1,PS2,Robbery,28-05-2021 20:06
1483,C1,PS2,Sos,28-05-2021 22:58
1484,C1,PS2,Domestic Violence,28-05-2021 23:40
1485,C1,PS2,Dispute,29-05-2021 16:49
1486,C1,PS2,Crime On Phone Mobile Social Media Internet,29-05-2021 17:35
1487,C1,PS2,Corona,29-05-2021 18:33
1488,C1,PS2,Dispute,29-05-2021 18:34
1489,C1,PS2,Female Sexual Harrassment,29-05-2021 19:59
1490,C1,PS2,Dispute,29-05-2021 20:39
1491,C1,PS2,Crime On Phone Mobile Social Media Internet,29-05-2021 22:47
1492,C1,PS2,Domestic Violence,29-05-2021 23:42
1493,C1,PS2,Domestic Violence,30-05-2021 00:04
1495,C1,PS2,Domestic Violence,30-05-2021 03:56
1496,C1,PS2,Corona,30-05-2021 10:47
1497,C1,PS2,Dispute,30-05-2021 12:11
1498,C1,PS2,Domestic Violence,30-05-2021 15:28
1499,C1,PS2,Threat In Person,30-05-2021 16:03
1500,C1,PS2,Dispute,30-05-2021 16:13
1501,C1,PS2,Dispute,30-05-2021 16:43
1502,C1,PS2,Threat In Person,30-05-2021 18:01
1504,C1,PS2,Information Against Police,30-05-2021 20:06
1505,C1,PS2,Dispute,30-05-2021 20:40
1506,C1,PS2,Domestic Violence,30-05-2021 22:41
1508,C1,PS2,Dispute,31-05-2021 02:01
1511,C1,PS2,Domestic Violence,31-05-2021 12:57
1513,C1,PS2,Dispute,31-05-2021 17:34
1515,C1,PS2,Information Against Police,31-05-2021 17:47
1516,C1,PS2,Dispute,31-05-2021 18:52
1517,C1,PS2,Information Against Police,31-05-2021 18:54
1518,C1,PS2,Theft,31-05-2021 19:24
1519,C1,PS2,Dispute,31-05-2021 20:11
1520,C1,PS2,Dispute,31-05-2021 20:14
1521,C1,PS2,Threat In Person,31-05-2021 20:32
1522,C1,PS2,Dispute,31-05-2021 20:39
1523,C1,PS2,Dispute,31-05-2021 21:06
1524,C1,PS2,Threat In Person,31-05-2021 21:22
1525,C1,PS2,Medium Fire,31-05-2021 21:26
1526,C1,PS2,Dispute,31-05-2021 22:19
1527,C1,PS2,Information Against Police,31-05-2021 22:32
1528,C1,PS2,Theft,31-05-2021 22:50
1529,C1,PS2,Theft,31-05-2021 22:55
1530,C1,PS2,Threat In Person,31-05-2021 23:18
1531,C1,PS2,Dispute,01-06-2021 03:41
1532,C1,PS2,Theft,01-06-2021 10:18
1533,C1,PS2,Dispute,01-06-2021 11:02
1534,C1,PS2,Robbery,01-06-2021 11:03
1535,C1,PS2,Crime On Phone Mobile Social Media Internet,01-06-2021 12:08
1536,C1,PS2,Dispute,01-06-2021 15:45
1537,C1,PS2,Threat In Person,01-06-2021 16:15
1538,C1,PS2,Domestic Violence,01-06-2021 17:12
1539,C1,PS2,Dispute,01-06-2021 17:20
1541,C1,PS2,Domestic Violence,01-06-2021 18:39
1542,C1,PS2,Theft,01-06-2021 21:50
1543,C1,PS2,Threat In Person,01-06-2021 22:45
1544,C1,PS2,Domestic Violence,02-06-2021 07:23
1545,C1,PS2,Encroachment,02-06-2021 10:47
1546,C1,PS2,Dispute,02-06-2021 16:07
1547,C1,PS2,Dispute,02-06-2021 16:57
1548,C1,PS2,Encroachment,02-06-2021 17:21
1549,C1,PS2,Dacoity,02-06-2021 17:55
1550,C1,PS2,Corona,02-06-2021 18:26
1551,C1,PS2,Dispute,02-06-2021 19:25
1552,C1,PS2,Corona,02-06-2021 22:31
1553,C1,PS2,Domestic Violence,02-06-2021 23:56
1554,C1,PS2,Corona,03-06-2021 00:19
1555,C1,PS2,Dacoity,03-06-2021 09:39
1556,C1,PS2,Child Crime(Sexual Abuse),03-06-2021 11:42
1557,C1,PS2,Property Disputes,03-06-2021 11:57
1558,C1,PS2,Dispute,03-06-2021 12:41
1559,C1,PS2,Threat In Person,03-06-2021 13:38
1560,C1,PS2,Missing,03-06-2021 14:44
1561,C1,PS2,Dispute,03-06-2021 14:47
1562,C1,PS2,Threat In Person,03-06-2021 15:19
1563,C1,PS2,Dispute,03-06-2021 16:13
1564,C1,PS2,Theft,03-06-2021 17:26
1565,C1,PS2,Dispute,03-06-2021 18:37
1566,C1,PS2,Dispute,03-06-2021 19:23
1567,C1,PS2,Dispute,03-06-2021 19:48
1568,C1,PS2,Dispute,03-06-2021 20:41
1569,C1,PS2,Dispute,03-06-2021 20:45
1570,C1,PS2,Theft,03-06-2021 21:39
1571,C1,PS2,Dispute,03-06-2021 22:09
1572,C1,PS2,Missing,03-06-2021 23:52
1573,C1,PS2,Crime On Phone Mobile Social Media Internet,04-06-2021 09:32
1575,C1,PS2,Dispute,04-06-2021 13:53
1576,C1,PS2,Dispute,04-06-2021 15:43
1577,C1,PS2,Crime On Phone Mobile Social Media Internet,04-06-2021 16:21
1578,C1,PS2,Domestic Violence,04-06-2021 17:24
1580,C1,PS2,Dispute,04-06-2021 20:12
1581,C1,PS2,Dispute,04-06-2021 20:26
1582,C1,PS2,Dispute,04-06-2021 20:47
1583,C1,PS2,Domestic Violence,04-06-2021 22:40
1584,C1,PS2,Threat In Person,04-06-2021 22:55
1585,C1,PS2,Dispute,05-06-2021 00:57
1586,C1,PS2,Dispute,05-06-2021 06:17
1587,C1,PS2,Theft,05-06-2021 15:56
1588,C1,PS2,Dispute,05-06-2021 17:37
1589,C1,PS2,Theft,05-06-2021 19:05
1590,C1,PS2,Dispute,05-06-2021 19:50
1591,C1,PS2,Female Sexual Harrassment,05-06-2021 20:03
1592,C1,PS2,Kidnap,05-06-2021 21:12
1594,C1,PS2,Domestic Violence,05-06-2021 22:47
1595,C1,PS2,Missing,05-06-2021 23:03
1596,C1,PS2,Missing,05-06-2021 23:18
1597,C1,PS2,Domestic Violence,06-06-2021 00:06
1598,C1,PS2,Dispute,06-06-2021 00:29
1599,C1,PS2,Dispute,06-06-2021 06:11
1600,C1,PS2,Theft,06-06-2021 06:21
1601,C1,PS2,Dispute,06-06-2021 12:15
1602,C1,PS2,Dispute,06-06-2021 13:22
1603,C1,PS2,Threat In Person,06-06-2021 14:30
1604,C1,PS2,Dispute,06-06-2021 15:49
1605,C1,PS2,Crime On Phone Mobile Social Media Internet,06-06-2021 16:04
1606,C1,PS2,Dispute,06-06-2021 19:57
1607,C1,PS2,Medium Fire,06-06-2021 20:23
1608,C1,PS2,Domestic Violence,06-06-2021 21:13
1609,C1,PS2,Domestic Violence,06-06-2021 21:47
1610,C1,PS2,Threat In Person,06-06-2021 23:33
1611,C1,PS2,Corona,07-06-2021 13:08
1612,C1,PS2,Domestic Violence,07-06-2021 13:33
1613,C1,PS2,Medium Fire,07-06-2021 14:51
1614,C1,PS2,Information Against Police,07-06-2021 18:59
1615,C1,PS2,Information Against Police,07-06-2021 18:59
1616,C1,PS2,Corona,07-06-2021 19:01
1617,C1,PS2,Excise Act Offenses,07-06-2021 20:10
1618,C1,PS2,Threat In Person,07-06-2021 20:22
1619,C1,PS2,Dispute,07-06-2021 20:42
1620,C1,PS2,Dispute,07-06-2021 21:02
1621,C1,PS2,Threat In Person,07-06-2021 23:05
1622,C1,PS2,Theft,08-06-2021 07:23
1623,C1,PS2,Dispute,08-06-2021 08:06
1624,C1,PS2,Female Sexual Harrassment,08-06-2021 08:58
1625,C1,PS2,Dispute,08-06-2021 11:09
1626,C1,PS2,Encroachment,08-06-2021 13:05
1629,C1,PS2,Dispute,08-06-2021 14:57
1630,C1,PS2,Dispute,08-06-2021 15:01
1631,C1,PS2,Dispute,08-06-2021 18:37
1632,C1,PS2,Crime On Phone Mobile Social Media Internet,08-06-2021 19:21
1633,C1,PS2,Dacoity,08-06-2021 19:48
1634,C1,PS2,Information Against Police,08-06-2021 21:08
1635,C1,PS2,Dispute,08-06-2021 21:15
1636,C1,PS2,Dispute,08-06-2021 22:54
1637,C1,PS2,Dispute,09-06-2021 00:15
1638,C1,PS2,Dispute,09-06-2021 08:57
1639,C1,PS2,Missing,09-06-2021 09:06
1640,C1,PS2,Domestic Violence,09-06-2021 13:20
1641,C1,PS2,Sos,09-06-2021 15:33
1642,C1,PS2,Dispute,09-06-2021 15:55
1643,C1,PS2,Threat In Person,10-06-2021 10:51
1644,C1,PS2,Threat In Person,10-06-2021 11:44
1646,C1,PS2,Dispute,10-06-2021 11:54
1647,C1,PS2,Dispute,10-06-2021 12:40
1648,C1,PS2,Female Harrassment,10-06-2021 15:10
1649,C1,PS2,Threat In Person,10-06-2021 16:00
1650,C1,PS2,Threat In Person,10-06-2021 16:16
1651,C1,PS2,Theft,10-06-2021 18:59
1652,C1,PS2,Corona,10-06-2021 19:37
1653,C1,PS2,Dispute,10-06-2021 21:46
1654,C1,PS2,Threat In Person,10-06-2021 22:14
1657,C1,PS2,Dispute,11-06-2021 13:52
1658,C1,PS2,Corona,11-06-2021 14:53
1659,C1,PS2,Cyber Crimes,11-06-2021 17:22
1660,C1,PS2,Threat In Person,11-06-2021 21:55
1661,C1,PS2,Dispute,11-06-2021 22:19
1663,C1,PS2,Dispute,11-06-2021 23:33
1664,C1,PS2,Threat In Person,12-06-2021 00:25
1665,C1,PS2,Dispute,12-06-2021 02:56
1666,C1,PS2,Dispute,12-06-2021 03:09
1667,C1,PS2,Corona,12-06-2021 08:00
1668,C1,PS2,Dispute,12-06-2021 08:36
1669,C1,PS2,Dispute,12-06-2021 09:49
1671,C1,PS2,Threat In Person,12-06-2021 13:45
1674,C1,PS2,Threat In Person,12-06-2021 17:56
1675,C1,PS2,Robbery,12-06-2021 18:24
1676,C1,PS2,Crime On Phone Mobile Social Media Internet,12-06-2021 18:33
1677,C1,PS2,Traffic Jam,12-06-2021 18:49
1678,C1,PS2,Domestic Violence,12-06-2021 22:37
1679,C1,PS2,Information Against Police,12-06-2021 23:25
1680,C1,PS2,Dispute,13-06-2021 02:29
1681,C1,PS2,Threat In Person,13-06-2021 03:29
1682,C1,PS2,Dispute,13-06-2021 11:49
1683,C1,PS2,Corona,13-06-2021 13:07
1684,C1,PS2,Corona,13-06-2021 13:10
1685,C1,PS2,Threat In Person,13-06-2021 14:40
1686,C1,PS2,Property Disputes,13-06-2021 15:44
1687,C1,PS2,Property Disputes,13-06-2021 15:51
1688,C1,PS2,Information Against Police,13-06-2021 16:29
1689,C1,PS2,Threat In Person,13-06-2021 16:54
1690,C1,PS2,Property Disputes,13-06-2021 16:58
1691,C1,PS2,Information Against Police,13-06-2021 16:59
1692,C1,PS2,Threat In Person,13-06-2021 17:02
1693,C1,PS2,Information Against Police,13-06-2021 17:03
1694,C1,PS2,Threat In Person,13-06-2021 17:21
1695,C1,PS2,Threat In Person,13-06-2021 17:32
1696,C1,PS2,Property Disputes,13-06-2021 17:52
1697,C1,PS2,Information Against Police,13-06-2021 17:54
1698,C1,PS2,Threat In Person,13-06-2021 18:12
1699,C1,PS2,Information Against Police,13-06-2021 18:41
1700,C1,PS2,Information Against Police,13-06-2021 19:07
1701,C1,PS2,Female Sexual Harrassment,13-06-2021 19:19
1702,C1,PS2,Dispute,13-06-2021 22:38
1703,C1,PS2,Domestic Violence,13-06-2021 23:25
1704,C1,PS2,Domestic Violence,14-06-2021 00:02
1705,C1,PS2,Dispute,14-06-2021 00:20
1706,C1,PS2,Cyber Crimes,14-06-2021 07:20
1708,C1,PS2,Dispute,14-06-2021 12:41
1709,C1,PS2,Theft,14-06-2021 13:27
1710,C1,PS2,Dispute,14-06-2021 13:48
1711,C1,PS2,Dispute,14-06-2021 14:22
1712,C1,PS2,Threat In Person,14-06-2021 14:37
1713,C1,PS2,Dispute,14-06-2021 14:38
1714,C1,PS2,Dispute,14-06-2021 14:56
1715,C1,PS2,Domestic Violence,14-06-2021 17:14
1716,C1,PS2,Dispute,14-06-2021 17:35
1718,C1,PS2,Dispute,14-06-2021 17:42
1719,C1,PS2,Cyber Crimes,14-06-2021 17:50
1720,C1,PS2,Theft,14-06-2021 17:55
1721,C1,PS2,Crime On Phone Mobile Social Media Internet,14-06-2021 18:37
1723,C1,PS2,Dispute,14-06-2021 21:33
1724,C1,PS2,Dispute,14-06-2021 22:38
1725,C1,PS2,Theft,14-06-2021 22:43
1726,C1,PS2,Cyber Crimes,15-06-2021 11:25
1727,C1,PS2,Dispute,15-06-2021 11:54
1728,C1,PS2,Dispute,15-06-2021 11:55
1729,C1,PS2,Domestic Violence,15-06-2021 12:13
1730,C1,PS2,Dispute,15-06-2021 15:05
1731,C1,PS2,Theft,15-06-2021 18:17
1732,C1,PS2,Domestic Violence,15-06-2021 22:02
1733,C1,PS2,Missing,15-06-2021 22:13
1734,C1,PS2,Domestic Violence,15-06-2021 22:21
1735,C1,PS2,Dispute,15-06-2021 23:08
1736,C1,PS2,Female Sexual Harrassment,16-06-2021 01:29
1737,C1,PS2,Dispute,16-06-2021 05:50
1738,C1,PS2,Threat In Person,16-06-2021 14:08
1739,C1,PS2,Domestic Violence,16-06-2021 14:10
1740,C1,PS2,Dispute,16-06-2021 14:33
1741,C1,PS2,Threat In Person,16-06-2021 15:42
1742,C1,PS2,Information Against Police,16-06-2021 15:43
1743,C1,PS2,Domestic Violence,16-06-2021 16:18
1744,C1,PS2,Dispute,16-06-2021 21:20
1745,C1,PS2,Dispute,16-06-2021 21:26
1747,C1,PS2,Threat In Person,16-06-2021 22:31
1748,C1,PS2,Threat In Person,16-06-2021 22:53
1749,C1,PS2,Suspicious Person Information,17-06-2021 00:17
1750,C1,PS2,Traffic Jam,17-06-2021 11:37
1751,C1,PS2,Robbery,17-06-2021 13:25
1752,C1,PS2,Cyber Crimes,17-06-2021 16:30
1753,C1,PS2,Dispute,17-06-2021 19:52
1754,C1,PS2,Animals Related,17-06-2021 19:56
1755,C1,PS2,Threat In Person,17-06-2021 20:11
1756,C1,PS2,Dowry Related Crime,17-06-2021 20:34
1757,C1,PS2,Dispute,17-06-2021 22:04
1759,C1,PS2,Information Against Other Government Departments,18-06-2021 05:26
1760,C1,PS2,Threat In Person,18-06-2021 09:22
1761,C1,PS2,Dispute,18-06-2021 12:04
1762,C1,PS2,Found Deadbody,18-06-2021 12:23
1763,C1,PS2,Dispute,18-06-2021 14:01
1764,C1,PS2,Dispute,18-06-2021 16:17
1765,C1,PS2,Animals Related,18-06-2021 17:58
1766,C1,PS2,Threat In Person,18-06-2021 18:11
1767,C1,PS2,Crime On Phone Mobile Social Media Internet,18-06-2021 18:57
1768,C1,PS2,Kidnap,18-06-2021 19:15
1769,C1,PS2,Domestic Violence,18-06-2021 20:23
1770,C1,PS2,Dispute,18-06-2021 20:51
1771,C1,PS2,Dispute,18-06-2021 22:35
