Circle,Police Station,Event Type,Create Date/Time
C1,PS1,Theft,23-06-2021 23:22
C1,PS1,Domestic Violence,24-06-2021 00:03
C1,PS1,Domestic Violence,24-06-2021 12:01
C1,PS1,Threat In Person,24-06-2021 19:44
C1,PS1,Threat In Person,24-06-2021 23:13
C1,PS1,Dispute,25-06-2021 10:02
C1,PS1,Domestic Violence,25-06-2021 10:33
C1,PS1,Dispute,25-06-2021 13:36
C1,PS1,Dispute,25-06-2021 14:01
C1,PS1,Dispute,25-06-2021 17:13
C1,PS1,Domestic Violence,25-06-2021 22:14
C1,PS1,Female Sexual Harrassment,26-06-2021 01:34
C1,PS1,Female Sexual Harrassment,26-06-2021 01:41
C1,PS1,Animals Related,26-06-2021 02:24
C1,PS1,Dispute,26-06-2021 11:27
C1,PS1,Dispute,26-06-2021 12:16
C1,PS1,Property Disputes,26-06-2021 14:38
C1,PS1,Dispute,26-06-2021 18:08
C1,PS1,Dispute,26-06-2021 18:29
C1,PS1,Dispute,26-06-2021 19:17
C1,PS1,Dispute,26-06-2021 19:22
C1,PS1,Threat In Person,26-06-2021 21:42
C1,PS1,Dispute,26-06-2021 22:44
C1,PS1,Animals Related,27-06-2021 06:56
C1,PS1,Threat In Person,27-06-2021 10:30
C1,PS1,Dispute,27-06-2021 10:54
C1,PS1,Property Disputes,27-06-2021 10:55
C1,PS1,Dispute,27-06-2021 19:28
C1,PS1,Dispute,27-06-2021 21:33
C1,PS1,Dispute,27-06-2021 22:03
C1,PS1,Domestic Violence,28-06-2021 12:44
C1,PS1,Crime On Phone Mobile Social Media Internet,28-06-2021 14:32
C1,PS1,Theft,28-06-2021 18:36
C1,PS1,Threat In Person,28-06-2021 18:45
C1,PS1,Dispute,28-06-2021 18:54
C1,PS1,Theft,28-06-2021 19:11
C1,PS1,Crime On Phone Mobile Social Media Internet,29-06-2021 13:14
C1,PS1,Dispute,29-06-2021 17:21
C1,PS1,Dispute,29-06-2021 18:58
C1,PS1,Pollution,29-06-2021 22:52
C1,PS1,Theft,30-06-2021 20:27
C1,PS1,Missing,30-06-2021 21:29
C1,PS1,Dispute,30-06-2021 23:14
C1,PS2,Medium Fire,01-04-2021 02:03
C1,PS2,Dispute,01-04-2021 07:13
C1,PS2,Found Deadbody,01-04-2021 12:09
C1,PS2,Threat In Person,01-04-2021 13:23
C1,PS2,Theft,01-04-2021 14:39
C1,PS2,Threat In Person,01-04-2021 14:49
C1,PS2,Domestic Violence,01-04-2021 15:29
C1,PS2,Threat In Person,01-04-2021 16:53
C1,PS2,Threat In Person,01-04-2021 18:08
C1,PS2,Theft,01-04-2021 22:28
C1,PS2,Threat In Person,01-04-2021 22:57
C1,PS2,Domestic Violence,01-04-2021 23:00
C1,PS2,Threat In Person,01-04-2021 23:23
C1,PS2,Domestic Violence,01-04-2021 23:36
C1,PS2,Domestic Violence,02-04-2021 10:16
C1,PS2,Domestic Violence,02-04-2021 12:33
C1,PS2,Dispute,02-04-2021 15:37
C1,PS2,Dispute,02-04-2021 17:26
C1,PS2,Dispute,02-04-2021 19:27
C1,PS2,Dispute,02-04-2021 19:41
C1,PS2,Missing,02-04-2021 19:44
C1,PS2,Dispute,02-04-2021 21:24
C1,PS2,Cyber Crimes,02-04-2021 22:30
C1,PS2,Threat In Person,03-04-2021 00:01
C1,PS2,Suspicious Person Information,03-04-2021 01:29
C1,PS2,Dispute,03-04-2021 12:26
C1,PS2,Dispute,03-04-2021 12:33
C1,PS2,Dispute,03-04-2021 12:44
C1,PS2,Dispute,03-04-2021 14:51
C1,PS2,Dispute,03-04-2021 16:59
C1,PS2,Dispute,03-04-2021 17:49
C1,PS2,Threat In Person,03-04-2021 19:26
C1,PS2,Threat In Person,03-04-2021 20:08
C1,PS2,Threat In Person,03-04-2021 20:11
C1,PS2,Domestic Violence,03-04-2021 21:05
C1,PS2,Threat In Person,03-04-2021 23:20
C1,PS2,Threat In Person,04-04-2021 01:02
C1,PS2,Missing,04-04-2021 06:38
C1,PS2,Dispute,04-04-2021 10:10
C1,PS2,Dispute,04-04-2021 19:45
C1,PS2,Missing,04-04-2021 19:49
C1,PS2,Dispute,04-04-2021 20:11
C1,PS2,Threat In Person,04-04-2021 20:45
C1,PS2,Female Harrassment,04-04-2021 21:04
C1,PS2,Domestic Violence,04-04-2021 21:40
C1,PS2,Domestic Violence,04-04-2021 22:15
C1,PS2,Domestic Violence,04-04-2021 23:03
C1,PS2,Theft,05-04-2021 02:49
C1,PS2,Threat In Person,05-04-2021 07:12
C1,PS2,Dispute,05-04-2021 16:53
C1,PS2,Suspicious Object Information,05-04-2021 17:51
C1,PS2,Crime On Phone Mobile Social Media Internet,05-04-2021 21:02
C1,PS2,Dispute,05-04-2021 21:04
C1,PS2,Domestic Violence,05-04-2021 21:28
C1,PS2,Domestic Violence,05-04-2021 21:33
C1,PS2,Crime On Phone Mobile Social Media Internet,05-04-2021 22:47
C1,PS2,Threat In Person,05-04-2021 23:31
C1,PS2,Dispute,05-04-2021 23:32
C1,PS2,Threat In Person,06-04-2021 00:33
C1,PS2,Dispute,06-04-2021 07:20
C1,PS2,Dispute,06-04-2021 08:45
C1,PS2,Dispute,06-04-2021 15:51
C1,PS2,Dispute,06-04-2021 16:19
C1,PS2,Dispute,06-04-2021 18:21
C1,PS2,Dispute,06-04-2021 20:33
C1,PS2,Medium Fire,06-04-2021 20:58
C1,PS2,Dispute,06-04-2021 23:25
C1,PS2,Threat In Person,07-04-2021 02:26
C1,PS2,Differently Abled People,07-04-2021 10:46
C1,PS2,Domestic Violence,07-04-2021 11:49
C1,PS2,Dispute,07-04-2021 12:28
C1,PS2,Robbery,07-04-2021 13:36
C1,PS2,Threat In Person,07-04-2021 13:49
C1,PS2,Dispute,07-04-2021 15:06
C1,PS2,Dispute,07-04-2021 16:05
C1,PS2,Domestic Violence,07-04-2021 16:37
C1,PS2,Dispute,07-04-2021 16:38
C1,PS2,Domestic Violence,07-04-2021 19:53
C1,PS2,Domestic Violence,07-04-2021 19:56
C1,PS2,Pollution,07-04-2021 22:01
C1,PS2,Pollution,07-04-2021 22:10
C1,PS2,Threat In Person,07-04-2021 22:43
C1,PS2,Child Crime(Sexual Abuse),07-04-2021 23:34
C1,PS2,Dispute,08-04-2021 00:19
C1,PS2,Dispute,08-04-2021 00:58
C1,PS2,Dispute,08-04-2021 15:16
C1,PS2,Property Disputes,08-04-2021 16:38
C1,PS2,Missing,08-04-2021 20:14
C1,PS2,Information Against Police,08-04-2021 20:31
C1,PS2,Threat In Person,08-04-2021 20:52
C1,PS2,Domestic Violence,08-04-2021 21:07
C1,PS2,Dispute,08-04-2021 21:36
C1,PS2,Dispute,08-04-2021 21:48
C1,PS2,Threat In Person,08-04-2021 23:05
C1,PS2,Dispute,09-04-2021 08:26
C1,PS2,Dispute,09-04-2021 08:32
C1,PS2,Dispute,09-04-2021 09:46
C1,PS2,Dispute,09-04-2021 09:47
C1,PS2,Property Disputes,09-04-2021 10:19
C1,PS2,Dispute,09-04-2021 12:22
C1,PS2,Dispute,09-04-2021 12:25
C1,PS2,Dispute,09-04-2021 12:33
C1,PS2,Property Disputes,09-04-2021 13:11
C1,PS2,Kidnap,09-04-2021 13:32
C1,PS2,Theft,09-04-2021 15:01
C1,PS2,Dispute,09-04-2021 15:14
C1,PS2,Crime On Phone Mobile Social Media Internet,09-04-2021 15:45
C1,PS2,Dispute,09-04-2021 16:03
C1,PS2,Dispute,09-04-2021 16:09
C1,PS2,Robbery,09-04-2021 18:26
C1,PS2,Missing,09-04-2021 18:51
C1,PS2,Theft,09-04-2021 19:58
C1,PS2,Threat In Person,09-04-2021 20:40
C1,PS2,Female Sexual Harrassment,09-04-2021 23:54
C1,PS2,Dispute,10-04-2021 00:31
C1,PS2,Information Against Police,10-04-2021 01:20
C1,PS2,Information Against Police,10-04-2021 03:05
C1,PS2,Dispute,10-04-2021 09:12
C1,PS2,Dispute,10-04-2021 10:25
C1,PS2,Threat In Person,10-04-2021 12:05
C1,PS2,Medium Fire,10-04-2021 12:12
C1,PS2,Property Disputes,10-04-2021 12:17
C1,PS2,Information Against Police,10-04-2021 12:28
C1,PS2,Theft,10-04-2021 14:16
C1,PS2,Threat In Person,10-04-2021 14:23
C1,PS2,Theft,10-04-2021 15:33
C1,PS2,Dispute,10-04-2021 15:56
C1,PS2,Dispute,10-04-2021 17:38
C1,PS2,Dispute,10-04-2021 18:34
C1,PS2,Threat In Person,10-04-2021 18:38
C1,PS2,Female Sexual Harrassment,10-04-2021 21:32
C1,PS2,Threat In Person,11-04-2021 00:22
C1,PS2,Medium Fire,11-04-2021 00:40
C1,PS2,Female Sexual Harrassment,11-04-2021 02:34
C1,PS2,Dispute,11-04-2021 07:14
C1,PS2,Pollution,11-04-2021 07:56
C1,PS2,Crime On Phone Mobile Social Media Internet,11-04-2021 11:16
C1,PS2,Medium Fire,11-04-2021 13:08
C1,PS2,Medium Fire,11-04-2021 13:09
C1,PS2,Medium Fire,11-04-2021 13:12
C1,PS2,Theft,11-04-2021 16:06
C1,PS2,Female Sexual Harrassment,11-04-2021 16:15
C1,PS2,Dispute,11-04-2021 16:28
C1,PS2,Dispute,11-04-2021 17:39
C1,PS2,Threat In Person,11-04-2021 17:54
C1,PS2,Dispute,11-04-2021 18:07
C1,PS2,Information Against Police,11-04-2021 18:36
C1,PS2,Information Against Police,11-04-2021 18:41
C1,PS2,Information Against Police,11-04-2021 19:10
C1,PS2,Property Disputes,11-04-2021 19:12
C1,PS2,Property Disputes,11-04-2021 19:50
C1,PS2,Information Against Police,11-04-2021 19:52
C1,PS2,Accident,11-04-2021 20:00
C1,PS2,Dispute,11-04-2021 20:06
C1,PS2,Suspicious Person Information,11-04-2021 21:57
C1,PS2,Dispute,11-04-2021 22:01
C1,PS2,Dispute,12-04-2021 00:28
C1,PS2,Suspicious Person Information,12-04-2021 01:01
C1,PS2,Information Against Police,12-04-2021 02:37
C1,PS2,Information Against Police,12-04-2021 02:45
C1,PS2,Information Against Police,12-04-2021 03:11
C1,PS2,Attempted Murder,12-04-2021 08:41
C1,PS2,Information Against Police,12-04-2021 09:35
C1,PS2,Crime On Phone Mobile Social Media Internet,12-04-2021 13:40
C1,PS2,Female Sexual Harrassment,12-04-2021 13:50
C1,PS2,Crime On Phone Mobile Social Media Internet,12-04-2021 14:16
C1,PS2,Dispute,12-04-2021 14:43
C1,PS2,Information Against Police,12-04-2021 15:56
C1,PS2,Crime On Phone Mobile Social Media Internet,12-04-2021 18:12
C1,PS2,Robbery,12-04-2021 19:31
C1,PS2,Domestic Violence,12-04-2021 21:43
C1,PS2,Kidnap,12-04-2021 21:56
C1,PS2,Missing,12-04-2021 21:57
C1,PS2,Threat In Person,12-04-2021 23:18
C1,PS2,Threat In Person,12-04-2021 23:18
C1,PS2,Theft,13-04-2021 08:23
C1,PS2,Threat In Person,13-04-2021 11:12
C1,PS2,Domestic Violence,13-04-2021 11:45
C1,PS2,Female Harrassment,13-04-2021 12:01
C1,PS2,Cyber Crimes,13-04-2021 13:56
C1,PS2,Theft,13-04-2021 14:39
C1,PS2,Dispute,13-04-2021 14:42
C1,PS2,Missing,13-04-2021 15:40
C1,PS2,Dispute,13-04-2021 17:25
C1,PS2,Missing,13-04-2021 18:31
C1,PS2,Dispute,13-04-2021 20:46
C1,PS2,Dispute,14-04-2021 13:36
C1,PS2,Dispute,14-04-2021 15:30
C1,PS2,Domestic Violence,14-04-2021 20:04
C1,PS2,Missing,14-04-2021 23:15
C1,PS2,Dispute,15-04-2021 03:54
C1,PS2,Differently Abled People,15-04-2021 05:25
C1,PS2,Female Sexual Harrassment,15-04-2021 08:56
C1,PS2,Domestic Violence,15-04-2021 13:55
C1,PS2,Property Disputes,15-04-2021 15:11
C1,PS2,Dispute,15-04-2021 16:56
C1,PS2,Robbery,15-04-2021 18:14
C1,PS2,Missing,15-04-2021 22:12
C1,PS2,Dispute,16-04-2021 11:24
C1,PS2,Sos,16-04-2021 13:21
C1,PS2,Information Against Police,16-04-2021 13:33
C1,PS2,Dispute,16-04-2021 13:35
C1,PS2,Crime On Phone Mobile Social Media Internet,16-04-2021 14:57
C1,PS2,Threat In Person,16-04-2021 16:33
C1,PS2,Dispute,16-04-2021 18:42
C1,PS2,Threat In Person,16-04-2021 19:01
C1,PS2,Sos,16-04-2021 20:53
C1,PS2,Missing,16-04-2021 22:13
C1,PS2,Suspicious Person Information,17-04-2021 11:43
C1,PS2,Dispute,17-04-2021 13:01
C1,PS2,Domestic Violence,17-04-2021 17:47
C1,PS2,Crime On Phone Mobile Social Media Internet,17-04-2021 19:32
C1,PS2,Missing,18-04-2021 04:24
C1,PS2,Medium Fire,18-04-2021 09:11
C1,PS2,Suspicious Person Information,18-04-2021 10:08
C1,PS2,Murder,18-04-2021 10:13
C1,PS2,Found Deadbody,18-04-2021 10:15
C1,PS2,Threat In Person,18-04-2021 10:45
C1,PS2,Medium Fire,18-04-2021 11:32
C1,PS2,Domestic Violence,18-04-2021 15:32
C1,PS2,Found Deadbody,19-04-2021 06:28
C1,PS2,Found Deadbody,19-04-2021 06:54
C1,PS2,Found Deadbody,19-04-2021 07:20
C1,PS2,Theft,19-04-2021 08:16
C1,PS2,Domestic Violence,19-04-2021 08:43
C1,PS2,Threat In Person,19-04-2021 09:33
C1,PS2,Theft,19-04-2021 11:35
C1,PS2,Cyber Crimes,19-04-2021 12:46
C1,PS2,Dispute,19-04-2021 13:40
C1,PS2,Dispute,19-04-2021 14:45
C1,PS2,Domestic Violence,19-04-2021 16:32
C1,PS2,Dispute,19-04-2021 20:03
C1,PS2,Dispute,19-04-2021 20:04
C1,PS2,Dispute,19-04-2021 20:12
C1,PS2,Cyber Crimes,19-04-2021 21:58
C1,PS2,Domestic Violence,19-04-2021 23:10
C1,PS2,Found Deadbody,20-04-2021 02:10
C1,PS2,Threat In Person,20-04-2021 02:49
C1,PS2,Dispute,20-04-2021 03:16
C1,PS2,Threat In Person,20-04-2021 03:41
C1,PS2,Dispute,20-04-2021 10:52
C1,PS2,Dispute,20-04-2021 11:50
C1,PS2,Threat In Person,20-04-2021 12:13
C1,PS2,Sos,20-04-2021 16:15
C1,PS2,Dispute,20-04-2021 16:54
C1,PS2,Sos,20-04-2021 18:31
C1,PS2,Dispute,20-04-2021 20:32
C1,PS2,Sos,20-04-2021 21:36
C1,PS2,Threat In Person,20-04-2021 22:21
C1,PS2,Threat In Person,20-04-2021 22:53
C1,PS2,Threat In Person,21-04-2021 12:33
C1,PS2,Domestic Violence,21-04-2021 13:41
C1,PS2,Threat In Person,21-04-2021 19:03
C1,PS2,Dispute,21-04-2021 19:10
C1,PS2,Dispute,21-04-2021 21:48
C1,PS2,Attempted Murder,21-04-2021 22:04
C1,PS2,Threat In Person,21-04-2021 22:09
C1,PS2,Dispute,21-04-2021 22:12
C1,PS2,Dispute,21-04-2021 22:32
C1,PS2,Dispute,21-04-2021 22:34
C1,PS2,Dispute,21-04-2021 22:56
C1,PS2,Found Deadbody,21-04-2021 23:35
C1,PS2,Threat In Person,22-04-2021 01:09
C1,PS2,Suicide,22-04-2021 05:44
C1,PS2,Theft,22-04-2021 06:56
C1,PS2,Dispute,22-04-2021 07:30
C1,PS2,Dispute,22-04-2021 07:52
C1,PS2,Theft,22-04-2021 09:58
C1,PS2,Information Against Other Government Departments,22-04-2021 12:04
C1,PS2,Attempted Murder,22-04-2021 19:16
C1,PS2,Domestic Violence,22-04-2021 19:40
C1,PS2,Dispute,22-04-2021 21:10
C1,PS2,Suspicious Person Information,22-04-2021 21:16
C1,PS2,Threat In Person,22-04-2021 21:17
C1,PS2,Threat In Person,22-04-2021 21:36
C1,PS2,Dispute,22-04-2021 21:53
C1,PS2,Missing,23-04-2021 01:29
C1,PS2,Dispute,23-04-2021 09:05
C1,PS2,Threat In Person,23-04-2021 09:21
C1,PS2,Kidnap,23-04-2021 09:58
C1,PS2,Forgery,23-04-2021 10:08
C1,PS2,Dispute,23-04-2021 11:41
C1,PS2,Dispute,23-04-2021 12:30
C1,PS2,Crime On Phone Mobile Social Media Internet,23-04-2021 17:45
C1,PS2,Dispute,23-04-2021 18:15
C1,PS2,Dispute,23-04-2021 20:13
C1,PS2,Dispute,23-04-2021 20:24
C1,PS2,Cyber Crimes,23-04-2021 20:37
C1,PS2,Medium Fire,23-04-2021 21:03
C1,PS2,Dispute,23-04-2021 21:19
C1,PS2,Sos,23-04-2021 22:50
C1,PS2,Dispute,24-04-2021 01:08
C1,PS2,Missing,24-04-2021 08:36
C1,PS2,Female Sexual Harrassment,24-04-2021 08:38
C1,PS2,Female Sexual Harrassment,24-04-2021 10:04
C1,PS2,Information Against Police,24-04-2021 10:40
C1,PS2,Dispute,24-04-2021 12:44
C1,PS2,Encroachment,24-04-2021 18:34
C1,PS2,Dispute,24-04-2021 21:46
C1,PS2,Female Sexual Harrassment,24-04-2021 21:53
C1,PS2,Assault/Riot/Commotion,24-04-2021 23:39
C1,PS2,Dispute,24-04-2021 23:40
C1,PS2,Threat In Person,25-04-2021 08:06
C1,PS2,Missing,25-04-2021 14:12
C1,PS2,Medium Fire,25-04-2021 17:31
C1,PS2,Medium Fire,25-04-2021 17:32
C1,PS2,Medium Fire,25-04-2021 17:33
C1,PS2,Medium Fire,25-04-2021 17:35
C1,PS2,Medium Fire,25-04-2021 17:36
C1,PS2,Medium Fire,25-04-2021 17:37
C1,PS2,Medium Fire,25-04-2021 17:40
C1,PS2,Major Fire,25-04-2021 17:56
C1,PS2,Dispute,25-04-2021 21:30
C1,PS2,Pollution,25-04-2021 22:37
C1,PS2,Dispute,26-04-2021 09:48
C1,PS2,Dispute,26-04-2021 16:28
C1,PS2,Sos,26-04-2021 18:44
C1,PS2,Female Harrassment,26-04-2021 18:50
C1,PS2,Theft,26-04-2021 18:52
C1,PS2,Dispute,26-04-2021 19:13
C1,PS2,Dispute,26-04-2021 19:16
C1,PS2,Female Sexual Harrassment,26-04-2021 20:05
C1,PS2,Missing,26-04-2021 20:48
C1,PS2,Dispute,26-04-2021 21:06
C1,PS2,Dispute,26-04-2021 21:19
C1,PS2,Dispute,26-04-2021 22:37
C1,PS2,Dispute,26-04-2021 22:49
C1,PS2,Attempted Murder,26-04-2021 23:17
C1,PS2,Information Against Police,26-04-2021 23:18
C1,PS2,Dispute,27-04-2021 03:46
C1,PS2,Dispute,27-04-2021 13:19
C1,PS2,Theft,27-04-2021 16:38
C1,PS2,Kidnap,27-04-2021 17:06
C1,PS2,Crime On Phone Mobile Social Media Internet,27-04-2021 18:04
C1,PS2,Dispute,27-04-2021 20:16
C1,PS2,Dispute,27-04-2021 21:09
C1,PS2,Dispute,27-04-2021 22:03
C1,PS2,Threat In Person,27-04-2021 22:52
C1,PS2,Dispute,27-04-2021 23:55
C1,PS2,Found Deadbody,28-04-2021 07:14
C1,PS2,Domestic Violence,28-04-2021 08:59
C1,PS2,Threat In Person,28-04-2021 09:27
C1,PS2,Property Disputes,28-04-2021 09:30
C1,PS2,Threat In Person,28-04-2021 13:51
C1,PS2,Threat In Person,28-04-2021 14:37
C1,PS2,Dispute,28-04-2021 16:00
C1,PS2,Dispute,28-04-2021 16:35
C1,PS2,Dispute,28-04-2021 17:27
C1,PS2,Dispute,28-04-2021 19:23
C1,PS2,Dispute,28-04-2021 20:10
C1,PS2,Dispute,28-04-2021 22:34
C1,PS2,Threat In Person,28-04-2021 23:56
C1,PS2,Information Against Police,28-04-2021 23:58
C1,PS2,Dispute,29-04-2021 04:52
C1,PS2,Found Deadbody,29-04-2021 09:27
C1,PS2,Found Deadbody,29-04-2021 09:30
C1,PS2,Cyber Crimes,29-04-2021 11:28
C1,PS2,Theft,29-04-2021 22:40
C1,PS2,Threat In Person,30-04-2021 17:54
C1,PS2,Dispute,30-04-2021 20:11
C1,PS2,Accident,30-04-2021 21:46
C1,PS2,Crime On Phone Mobile Social Media Internet,30-04-2021 22:09
C1,PS2,Dispute,30-04-2021 22:52
C1,PS2,Crime On Phone Mobile Social Media Internet,30-04-2021 22:56
C1,PS2,Dispute,30-04-2021 23:01
C1,PS2,Attempted Murder,30-04-2021 23:02
C1,PS2,Dispute,30-04-2021 23:14
C1,PS2,Kidnap,30-04-2021 23:31
C1,PS2,Sos,01-05-2021 10:56
C1,PS2,Sos,01-05-2021 11:03
C1,PS2,Dispute,01-05-2021 13:26
C1,PS2,Dispute,01-05-2021 13:53
C1,PS2,Dispute,01-05-2021 15:32
C1,PS2,Dispute,01-05-2021 17:41
C1,PS2,Threat In Person,02-05-2021 00:08
C1,PS2,Dispute,02-05-2021 09:55
C1,PS2,Dispute,02-05-2021 12:40
C1,PS2,Dispute,02-05-2021 19:46
C1,PS2,Domestic Violence,03-05-2021 08:56
C1,PS2,Property Disputes,03-05-2021 09:26
C1,PS2,Theft,03-05-2021 10:42
C1,PS2,Domestic Violence,03-05-2021 11:14
C1,PS2,Threat In Person,03-05-2021 11:18
C1,PS2,Domestic Violence,03-05-2021 11:25
C1,PS2,Dispute,03-05-2021 16:58
C1,PS2,Missing,03-05-2021 17:19
C1,PS2,Sos,03-05-2021 18:48
C1,PS2,Crime On Phone Mobile Social Media Internet,03-05-2021 20:26
C1,PS2,Dispute,03-05-2021 23:05
C1,PS2,Dispute,03-05-2021 23:52
C1,PS2,Domestic Violence,04-05-2021 10:32
C1,PS2,Crime On Phone Mobile Social Media Internet,04-05-2021 11:58
C1,PS2,Domestic Violence,04-05-2021 12:19
C1,PS2,Domestic Violence,04-05-2021 15:09
C1,PS2,Domestic Violence,04-05-2021 17:01
C1,PS2,Information Against Police,04-05-2021 17:26
C1,PS2,Domestic Violence,05-05-2021 15:04
C1,PS2,Threat In Person,05-05-2021 16:36
C1,PS2,Crime On Phone Mobile Social Media Internet,05-05-2021 19:15
C1,PS2,Crime On Phone Mobile Social Media Internet,05-05-2021 19:21
C1,PS2,Domestic Violence,05-05-2021 20:21
C1,PS2,Domestic Violence,05-05-2021 21:41
C1,PS2,Dispute,05-05-2021 22:15
C1,PS2,Crime On Phone Mobile Social Media Internet,06-05-2021 09:59
C1,PS2,Dispute,06-05-2021 16:18
C1,PS2,Cyber Crimes,06-05-2021 16:37
C1,PS2,Dispute,06-05-2021 18:39
C1,PS2,Threat In Person,06-05-2021 20:08
C1,PS2,Medium Fire,06-05-2021 22:39
C1,PS2,Dispute,06-05-2021 23:16
C1,PS2,Theft,07-05-2021 11:34
C1,PS2,Robbery,07-05-2021 13:16
C1,PS2,Cyber Crimes,07-05-2021 17:51
C1,PS2,Dispute,07-05-2021 22:50
C1,PS2,Dispute,07-05-2021 23:25
C1,PS2,Crime On Phone Mobile Social Media Internet,08-05-2021 08:46
C1,PS2,Dispute,08-05-2021 11:03
C1,PS2,Dispute,08-05-2021 13:03
C1,PS2,Dispute,08-05-2021 13:37
C1,PS2,Information Against Police,08-05-2021 21:38
C1,PS2,Theft,09-05-2021 07:10
C1,PS2,Threat In Person,09-05-2021 12:13
C1,PS2,Dispute,09-05-2021 14:26
C1,PS2,Domestic Violence,09-05-2021 18:21
C1,PS2,Domestic Violence,09-05-2021 19:23
C1,PS2,Dispute,09-05-2021 21:15
C1,PS2,Domestic Violence,10-05-2021 01:28
C1,PS2,Dispute,10-05-2021 07:24
C1,PS2,Threat In Person,10-05-2021 07:48
C1,PS2,Sos,10-05-2021 11:06
C1,PS2,Female Sexual Harrassment,10-05-2021 21:06
C1,PS2,Threat In Person,10-05-2021 21:08
C1,PS2,Dispute,11-05-2021 08:06
C1,PS2,Dispute,11-05-2021 08:51
C1,PS2,Dispute,11-05-2021 08:54
C1,PS2,Dispute,11-05-2021 09:32
C1,PS2,Threat In Person,11-05-2021 10:04
C1,PS2,Cyber Crimes,11-05-2021 12:43
C1,PS2,Forgery,11-05-2021 14:39
C1,PS2,Gambling,11-05-2021 16:21
C1,PS2,Gambling,11-05-2021 16:32
C1,PS2,Domestic Violence,11-05-2021 16:56
C1,PS2,Dispute,12-05-2021 01:19
C1,PS2,Threat In Person,12-05-2021 07:19
C1,PS2,Dispute,12-05-2021 12:02
C1,PS2,Threat In Person,12-05-2021 17:47
C1,PS2,Dispute,12-05-2021 20:50
C1,PS2,Threat In Person,12-05-2021 23:17
C1,PS2,Female Sexual Harrassment,12-05-2021 23:21
C1,PS2,Dispute,12-05-2021 23:47
C1,PS2,Female Sexual Harrassment,13-05-2021 16:09
C1,PS2,Gambling,13-05-2021 17:30
C1,PS2,Domestic Violence,13-05-2021 19:41
C1,PS2,Dispute,13-05-2021 23:14
C1,PS2,Female Sexual Harrassment,14-05-2021 00:11
C1,PS2,Female Sexual Harrassment,14-05-2021 04:05
C1,PS2,Attempted Murder,14-05-2021 04:17
C1,PS2,Threat In Person,14-05-2021 08:42
C1,PS2,Domestic Violence,14-05-2021 09:22
C1,PS2,Domestic Violence,14-05-2021 11:30
C1,PS2,Dispute,14-05-2021 14:10
C1,PS2,Domestic Violence,14-05-2021 14:51
C1,PS2,Threat In Person,14-05-2021 18:56
C1,PS2,Dispute,14-05-2021 19:03
C1,PS2,Dispute,14-05-2021 19:09
C1,PS2,Crime On Phone Mobile Social Media Internet,14-05-2021 19:59
C1,PS2,Dispute,14-05-2021 22:37
C1,PS2,Domestic Violence,14-05-2021 22:42
C1,PS2,Animals Related,14-05-2021 22:57
C1,PS2,Domestic Violence,15-05-2021 07:16
C1,PS2,Threat In Person,15-05-2021 10:25
C1,PS2,Theft,15-05-2021 11:27
C1,PS2,Threat In Person,15-05-2021 12:33
C1,PS2,Dispute,15-05-2021 13:21
C1,PS2,Dispute,15-05-2021 16:38
C1,PS2,Dispute,15-05-2021 16:49
C1,PS2,Gambling,15-05-2021 17:27
C1,PS2,Threat In Person,15-05-2021 18:12
C1,PS2,Property Disputes,15-05-2021 20:02
C1,PS2,Property Disputes,15-05-2021 20:48
C1,PS2,Domestic Violence,15-05-2021 21:15
C1,PS2,Gambling,15-05-2021 21:30
C1,PS2,Domestic Violence,15-05-2021 22:06
C1,PS2,Threat In Person,15-05-2021 22:06
C1,PS2,Medium Fire,15-05-2021 23:22
C1,PS2,Domestic Violence,16-05-2021 07:26
C1,PS2,Dispute,16-05-2021 09:45
C1,PS2,Domestic Violence,16-05-2021 10:30
C1,PS2,Dispute,16-05-2021 13:39
C1,PS2,Information Against Police,16-05-2021 13:40
C1,PS2,Dispute,16-05-2021 13:44
C1,PS2,Medium Fire,16-05-2021 19:36
C1,PS2,Dispute,16-05-2021 20:06
C1,PS2,Property Disputes,16-05-2021 20:21
C1,PS2,Domestic Violence,16-05-2021 20:56
C1,PS2,Dispute,16-05-2021 21:00
C1,PS2,Dispute,16-05-2021 22:30
C1,PS2,Threat In Person,17-05-2021 00:03
C1,PS2,Pollution,17-05-2021 00:13
C1,PS2,Dispute,17-05-2021 02:44
C1,PS2,Domestic Violence,17-05-2021 09:45
C1,PS2,Dispute,17-05-2021 11:26
C1,PS2,Dispute,17-05-2021 11:52
C1,PS2,Threat In Person,17-05-2021 11:59
C1,PS2,Threat In Person,17-05-2021 15:07
C1,PS2,Sos,17-05-2021 15:18
C1,PS2,Sos,17-05-2021 15:33
C1,PS2,Crime On Phone Mobile Social Media Internet,17-05-2021 20:23
C1,PS2,Dispute,17-05-2021 22:40
C1,PS2,Domestic Violence,17-05-2021 22:50
C1,PS2,Domestic Violence,18-05-2021 06:55
C1,PS2,Domestic Violence,18-05-2021 09:20
C1,PS2,Domestic Violence,18-05-2021 09:53
C1,PS2,Domestic Violence,18-05-2021 10:18
C1,PS2,Domestic Violence,18-05-2021 11:11
C1,PS2,Crime On Phone Mobile Social Media Internet,18-05-2021 12:30
C1,PS2,Dispute,18-05-2021 15:55
C1,PS2,Domestic Violence,18-05-2021 17:42
C1,PS2,Dispute,18-05-2021 20:35
C1,PS2,Dispute,18-05-2021 20:57
