,Circle,Police Station,Event Type,Create Date/Time
1394,C1,PS2,Domestic Violence,2021-05-19 22:31:14
1395,C1,PS2,Suspicious Person Information,2021-05-19 22:31:40
1396,C1,PS2,Sos,2021-05-20 10:10:48
1397,C1,PS2,Cyber Crimes,2021-05-20 10:24:10
1398,C1,PS2,Dispute,2021-05-20 15:51:11
1399,C1,PS2,Dispute,2021-05-20 19:39:12
1401,C1,PS2,Domestic Violence,2021-05-20 22:33:39
1402,C1,PS2,Missing,2021-05-20 23:43:50
1403,C1,PS2,Property Disputes,2021-05-21 10:06:48
1404,C1,PS2,Domestic Violence,2021-05-21 11:41:16
1405,C1,PS2,Sos,2021-05-21 16:21:01
1406,C1,PS2,Animals Related,2021-05-21 17:03:05
1407,C1,PS2,Threat In Person,2021-05-21 17:07:46
1408,C1,PS2,Threat In Person,2021-05-21 17:58:14
1409,C1,PS2,Suspicious Person Information,2021-05-21 22:34:15
1410,C1,PS2,Threat In Person,2021-05-22 00:39:56
1412,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-05-22 11:42:26
1413,C1,PS2,Threat In Person,2021-05-22 14:19:20
1414,C1,PS2,Domestic Violence,2021-05-22 16:56:30
1415,C1,PS2,Domestic Violence,2021-05-22 19:45:35
1416,C1,PS2,Dispute,2021-05-22 20:52:16
1417,C1,PS2,Threat In Person,2021-05-22 21:28:18
1418,C1,PS2,Differently Abled People,2021-05-23 06:28:03
1419,C1,PS2,Property Disputes,2021-05-23 11:31:39
1420,C1,PS2,Domestic Violence,2021-05-23 11:43:55
1421,C1,PS2,Encroachment,2021-05-23 13:12:26
1422,C1,PS2,Dispute,2021-05-23 15:57:49
1423,C1,PS2,Female Harrassment,2021-05-23 17:20:21
1424,C1,PS2,Dispute,2021-05-23 18:21:29
1426,C1,PS2,Dispute,2021-05-23 21:22:48
1427,C1,PS2,Robbery,2021-05-23 21:48:28
1428,C1,PS2,Threat In Person,2021-05-23 21:56:51
1429,C1,PS2,Information Against Other Government Departments,2021-05-24 06:18:07
1431,C1,PS2,Theft,2021-05-24 11:27:40
1433,C1,PS2,Dispute,2021-05-24 16:33:12
1435,C1,PS2,Threat In Person,2021-05-24 19:27:08
1436,C1,PS2,Threat In Person,2021-05-24 20:33:28
1437,C1,PS2,Threat In Person,2021-05-24 21:40:48
1438,C1,PS2,Theft,2021-05-24 22:51:46
1440,C1,PS2,Dispute,2021-05-25 12:53:49
1441,C1,PS2,Dispute,2021-05-25 12:55:02
1443,C1,PS2,Child Crime,2021-05-25 20:00:19
1444,C1,PS2,Dispute,2021-05-25 20:18:09
1445,C1,PS2,Domestic Violence,2021-05-25 21:25:08
1446,C1,PS2,Dispute,2021-05-25 23:06:32
1447,C1,PS2,Dispute,2021-05-26 01:01:17
1448,C1,PS2,Dispute,2021-05-26 11:28:08
1449,C1,PS2,Missing,2021-05-26 12:41:22
1450,C1,PS2,Domestic Violence,2021-05-26 13:32:32
1451,C1,PS2,Cyber Crimes,2021-05-26 15:45:21
1453,C1,PS2,Dispute,2021-05-26 17:52:27
1456,C1,PS2,Domestic Violence,2021-05-26 18:37:26
1457,C1,PS2,Dispute,2021-05-26 19:15:42
1458,C1,PS2,Domestic Violence,2021-05-26 20:51:31
1459,C1,PS2,Dispute,2021-05-26 21:42:32
1460,C1,PS2,Domestic Violence,2021-05-26 23:34:37
1461,C1,PS2,Dispute,2021-05-26 23:50:56
1462,C1,PS2,Kidnap,2021-05-26 23:54:52
1463,C1,PS2,Domestic Violence,2021-05-27 00:52:49
1464,C1,PS2,Threat In Person,2021-05-27 08:51:06
1465,C1,PS2,Theft,2021-05-27 11:15:18
1467,C1,PS2,Dispute,2021-05-27 13:44:51
1468,C1,PS2,Differently Abled People,2021-05-27 15:20:38
1469,C1,PS2,Threat In Person,2021-05-27 17:10:19
1470,C1,PS2,Dispute,2021-05-27 17:54:26
1471,C1,PS2,Property Disputes,2021-05-27 18:07:30
1472,C1,PS2,Threat In Person,2021-05-27 19:32:53
1475,C1,PS2,Domestic Violence,2021-05-27 23:43:25
1476,C1,PS2,Female Sexual Harrassment,2021-05-28 02:40:57
1477,C1,PS2,Differently Abled People,2021-05-28 08:04:45
1478,C1,PS2,Theft,2021-05-28 11:36:17
1479,C1,PS2,Dispute,2021-05-28 12:01:33
1480,C1,PS2,Threat In Person,2021-05-28 13:47:30
1481,C1,PS2,Dispute,2021-05-28 15:07:22
1482,C1,PS2,Robbery,2021-05-28 20:06:06
1483,C1,PS2,Sos,2021-05-28 22:58:03
1484,C1,PS2,Domestic Violence,2021-05-28 23:40:57
1485,C1,PS2,Dispute,2021-05-29 16:49:50
1486,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-05-29 17:35:50
1488,C1,PS2,Dispute,2021-05-29 18:34:46
1489,C1,PS2,Female Sexual Harrassment,2021-05-29 19:59:03
1490,C1,PS2,Dispute,2021-05-29 20:39:12
1491,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-05-29 22:47:51
1492,C1,PS2,Domestic Violence,2021-05-29 23:42:51
1493,C1,PS2,Domestic Violence,2021-05-30 00:04:12
1495,C1,PS2,Domestic Violence,2021-05-30 03:56:23
1497,C1,PS2,Dispute,2021-05-30 12:11:29
1498,C1,PS2,Domestic Violence,2021-05-30 15:28:41
1499,C1,PS2,Threat In Person,2021-05-30 16:03:32
1500,C1,PS2,Dispute,2021-05-30 16:13:57
1501,C1,PS2,Dispute,2021-05-30 16:43:44
1502,C1,PS2,Threat In Person,2021-05-30 18:01:51
1504,C1,PS2,Information Against Police,2021-05-30 20:06:55
1505,C1,PS2,Dispute,2021-05-30 20:40:10
1506,C1,PS2,Domestic Violence,2021-05-30 22:41:04
1508,C1,PS2,Dispute,2021-05-31 02:01:22
1511,C1,PS2,Domestic Violence,2021-05-31 12:57:02
1513,C1,PS2,Dispute,2021-05-31 17:34:02
1515,C1,PS2,Information Against Police,2021-05-31 17:47:10
1516,C1,PS2,Dispute,2021-05-31 18:52:35
1517,C1,PS2,Information Against Police,2021-05-31 18:54:07
1518,C1,PS2,Theft,2021-05-31 19:24:15
1519,C1,PS2,Dispute,2021-05-31 20:11:30
1520,C1,PS2,Dispute,2021-05-31 20:14:36
1521,C1,PS2,Threat In Person,2021-05-31 20:32:34
1522,C1,PS2,Dispute,2021-05-31 20:39:00
1523,C1,PS2,Dispute,2021-05-31 21:06:40
1524,C1,PS2,Threat In Person,2021-05-31 21:22:25
1525,C1,PS2,Medium Fire,2021-05-31 21:26:49
1526,C1,PS2,Dispute,2021-05-31 22:19:19
1527,C1,PS2,Information Against Police,2021-05-31 22:32:53
1528,C1,PS2,Theft,2021-05-31 22:50:53
1529,C1,PS2,Theft,2021-05-31 22:55:46
1530,C1,PS2,Threat In Person,2021-05-31 23:18:53
1531,C1,PS2,Dispute,2021-06-01 03:41:57
1532,C1,PS2,Theft,2021-06-01 10:18:25
1533,C1,PS2,Dispute,2021-06-01 11:02:25
1534,C1,PS2,Robbery,2021-06-01 11:03:30
1535,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-01 12:08:41
1536,C1,PS2,Dispute,2021-06-01 15:45:08
1537,C1,PS2,Threat In Person,2021-06-01 16:15:23
1538,C1,PS2,Domestic Violence,2021-06-01 17:12:21
1539,C1,PS2,Dispute,2021-06-01 17:20:54
1541,C1,PS2,Domestic Violence,2021-06-01 18:39:13
1542,C1,PS2,Theft,2021-06-01 21:50:05
1543,C1,PS2,Threat In Person,2021-06-01 22:45:34
1544,C1,PS2,Domestic Violence,2021-06-02 07:23:36
1545,C1,PS2,Encroachment,2021-06-02 10:47:33
1546,C1,PS2,Dispute,2021-06-02 16:07:19
1547,C1,PS2,Dispute,2021-06-02 16:57:31
1548,C1,PS2,Encroachment,2021-06-02 17:21:51
1549,C1,PS2,Dacoity,2021-06-02 17:55:41
1551,C1,PS2,Dispute,2021-06-02 19:25:15
1553,C1,PS2,Domestic Violence,2021-06-02 23:56:52
1555,C1,PS2,Dacoity,2021-06-03 09:39:17
1556,C1,PS2,Child Crime(Sexual Abuse),2021-06-03 11:42:47
1557,C1,PS2,Property Disputes,2021-06-03 11:57:17
1558,C1,PS2,Dispute,2021-06-03 12:41:55
1559,C1,PS2,Threat In Person,2021-06-03 13:38:00
1560,C1,PS2,Missing,2021-06-03 14:44:40
1561,C1,PS2,Dispute,2021-06-03 14:47:36
1562,C1,PS2,Threat In Person,2021-06-03 15:19:38
1563,C1,PS2,Dispute,2021-06-03 16:13:34
1564,C1,PS2,Theft,2021-06-03 17:26:14
1565,C1,PS2,Dispute,2021-06-03 18:37:48
1566,C1,PS2,Dispute,2021-06-03 19:23:16
1567,C1,PS2,Dispute,2021-06-03 19:48:37
1568,C1,PS2,Dispute,2021-06-03 20:41:34
1569,C1,PS2,Dispute,2021-06-03 20:45:14
1570,C1,PS2,Theft,2021-06-03 21:39:14
1571,C1,PS2,Dispute,2021-06-03 22:09:07
1572,C1,PS2,Missing,2021-06-03 23:52:40
1573,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-04 09:32:53
1575,C1,PS2,Dispute,2021-06-04 13:53:24
1576,C1,PS2,Dispute,2021-06-04 15:43:40
1577,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-04 16:21:03
1578,C1,PS2,Domestic Violence,2021-06-04 17:24:28
1580,C1,PS2,Dispute,2021-06-04 20:12:02
1581,C1,PS2,Dispute,2021-06-04 20:26:56
1582,C1,PS2,Dispute,2021-06-04 20:47:45
1583,C1,PS2,Domestic Violence,2021-06-04 22:40:53
1584,C1,PS2,Threat In Person,2021-06-04 22:55:48
1585,C1,PS2,Dispute,2021-06-05 00:57:34
1586,C1,PS2,Dispute,2021-06-05 06:17:26
1587,C1,PS2,Theft,2021-06-05 15:56:56
1588,C1,PS2,Dispute,2021-06-05 17:37:24
1589,C1,PS2,Theft,2021-06-05 19:05:48
1590,C1,PS2,Dispute,2021-06-05 19:50:08
1591,C1,PS2,Female Sexual Harrassment,2021-06-05 20:03:21
1592,C1,PS2,Kidnap,2021-06-05 21:12:47
1594,C1,PS2,Domestic Violence,2021-06-05 22:47:30
1595,C1,PS2,Missing,2021-06-05 23:03:35
1596,C1,PS2,Missing,2021-06-05 23:18:47
1597,C1,PS2,Domestic Violence,2021-06-06 00:06:08
1598,C1,PS2,Dispute,2021-06-06 00:29:41
1599,C1,PS2,Dispute,2021-06-06 06:11:19
1600,C1,PS2,Theft,2021-06-06 06:21:27
1601,C1,PS2,Dispute,2021-06-06 12:15:52
1602,C1,PS2,Dispute,2021-06-06 13:22:32
1603,C1,PS2,Threat In Person,2021-06-06 14:30:51
1604,C1,PS2,Dispute,2021-06-06 15:49:38
1605,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-06 16:04:28
1606,C1,PS2,Dispute,2021-06-06 19:57:32
1607,C1,PS2,Medium Fire,2021-06-06 20:23:26
1608,C1,PS2,Domestic Violence,2021-06-06 21:13:40
1609,C1,PS2,Domestic Violence,2021-06-06 21:47:25
1610,C1,PS2,Threat In Person,2021-06-06 23:33:42
1612,C1,PS2,Domestic Violence,2021-06-07 13:33:20
1613,C1,PS2,Medium Fire,2021-06-07 14:51:58
1614,C1,PS2,Information Against Police,2021-06-07 18:59:12
1615,C1,PS2,Information Against Police,2021-06-07 18:59:51
1617,C1,PS2,Excise Act Offenses,2021-06-07 20:10:30
1618,C1,PS2,Threat In Person,2021-06-07 20:22:21
1619,C1,PS2,Dispute,2021-06-07 20:42:29
1620,C1,PS2,Dispute,2021-06-07 21:02:32
1621,C1,PS2,Threat In Person,2021-06-07 23:05:23
1622,C1,PS2,Theft,2021-06-08 07:23:29
1623,C1,PS2,Dispute,2021-06-08 08:06:36
1624,C1,PS2,Female Sexual Harrassment,2021-06-08 08:58:37
1625,C1,PS2,Dispute,2021-06-08 11:09:28
1626,C1,PS2,Encroachment,2021-06-08 13:05:39
1629,C1,PS2,Dispute,2021-06-08 14:57:16
1630,C1,PS2,Dispute,2021-06-08 15:01:53
1631,C1,PS2,Dispute,2021-06-08 18:37:26
1632,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-08 19:21:53
1633,C1,PS2,Dacoity,2021-06-08 19:48:08
1634,C1,PS2,Information Against Police,2021-06-08 21:08:54
1635,C1,PS2,Dispute,2021-06-08 21:15:44
1636,C1,PS2,Dispute,2021-06-08 22:54:57
1637,C1,PS2,Dispute,2021-06-09 00:15:01
1638,C1,PS2,Dispute,2021-06-09 08:57:42
1639,C1,PS2,Missing,2021-06-09 09:06:07
1640,C1,PS2,Domestic Violence,2021-06-09 13:20:09
1641,C1,PS2,Sos,2021-06-09 15:33:55
1642,C1,PS2,Dispute,2021-06-09 15:55:57
1643,C1,PS2,Threat In Person,2021-06-10 10:51:49
1644,C1,PS2,Threat In Person,2021-06-10 11:44:07
1646,C1,PS2,Dispute,2021-06-10 11:54:58
1647,C1,PS2,Dispute,2021-06-10 12:40:10
1648,C1,PS2,Female Harrassment,2021-06-10 15:10:41
1649,C1,PS2,Threat In Person,2021-06-10 16:00:39
1650,C1,PS2,Threat In Person,2021-06-10 16:16:42
1651,C1,PS2,Theft,2021-06-10 18:59:50
1653,C1,PS2,Dispute,2021-06-10 21:46:04
1654,C1,PS2,Threat In Person,2021-06-10 22:14:32
1657,C1,PS2,Dispute,2021-06-11 13:52:08
1659,C1,PS2,Cyber Crimes,2021-06-11 17:22:28
1660,C1,PS2,Threat In Person,2021-06-11 21:55:15
1661,C1,PS2,Dispute,2021-06-11 22:19:50
1663,C1,PS2,Dispute,2021-06-11 23:33:45
1664,C1,PS2,Threat In Person,2021-06-12 00:25:05
1665,C1,PS2,Dispute,2021-06-12 02:56:12
1666,C1,PS2,Dispute,2021-06-12 03:09:33
1668,C1,PS2,Dispute,2021-06-12 08:36:28
1669,C1,PS2,Dispute,2021-06-12 09:49:35
1671,C1,PS2,Threat In Person,2021-06-12 13:45:59
1674,C1,PS2,Threat In Person,2021-06-12 17:56:00
1675,C1,PS2,Robbery,2021-06-12 18:24:13
1676,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-12 18:33:34
1677,C1,PS2,Traffic Jam,2021-06-12 18:49:00
1678,C1,PS2,Domestic Violence,2021-06-12 22:37:02
1679,C1,PS2,Information Against Police,2021-06-12 23:25:31
1680,C1,PS2,Dispute,2021-06-13 02:29:15
1681,C1,PS2,Threat In Person,2021-06-13 03:29:11
1682,C1,PS2,Dispute,2021-06-13 11:49:59
1685,C1,PS2,Threat In Person,2021-06-13 14:40:53
1686,C1,PS2,Property Disputes,2021-06-13 15:44:43
1687,C1,PS2,Property Disputes,2021-06-13 15:51:39
1688,C1,PS2,Information Against Police,2021-06-13 16:29:46
1689,C1,PS2,Threat In Person,2021-06-13 16:54:59
1690,C1,PS2,Property Disputes,2021-06-13 16:58:12
1691,C1,PS2,Information Against Police,2021-06-13 16:59:47
1692,C1,PS2,Threat In Person,2021-06-13 17:02:05
1693,C1,PS2,Information Against Police,2021-06-13 17:03:25
1694,C1,PS2,Threat In Person,2021-06-13 17:21:40
1695,C1,PS2,Threat In Person,2021-06-13 17:32:30
1696,C1,PS2,Property Disputes,2021-06-13 17:52:07
1697,C1,PS2,Information Against Police,2021-06-13 17:54:04
1698,C1,PS2,Threat In Person,2021-06-13 18:12:32
1699,C1,PS2,Information Against Police,2021-06-13 18:41:01
1700,C1,PS2,Information Against Police,2021-06-13 19:07:44
1701,C1,PS2,Female Sexual Harrassment,2021-06-13 19:19:53
1702,C1,PS2,Dispute,2021-06-13 22:38:15
1703,C1,PS2,Domestic Violence,2021-06-13 23:25:30
1704,C1,PS2,Domestic Violence,2021-06-14 00:02:58
1705,C1,PS2,Dispute,2021-06-14 00:20:31
1706,C1,PS2,Cyber Crimes,2021-06-14 07:20:51
1708,C1,PS2,Dispute,2021-06-14 12:41:16
1709,C1,PS2,Theft,2021-06-14 13:27:20
1710,C1,PS2,Dispute,2021-06-14 13:48:27
1711,C1,PS2,Dispute,2021-06-14 14:22:14
1712,C1,PS2,Threat In Person,2021-06-14 14:37:38
1713,C1,PS2,Dispute,2021-06-14 14:38:03
1714,C1,PS2,Dispute,2021-06-14 14:56:21
1715,C1,PS2,Domestic Violence,2021-06-14 17:14:41
1716,C1,PS2,Dispute,2021-06-14 17:35:54
1718,C1,PS2,Dispute,2021-06-14 17:42:25
1719,C1,PS2,Cyber Crimes,2021-06-14 17:50:51
1720,C1,PS2,Theft,2021-06-14 17:55:35
1721,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-14 18:37:21
1723,C1,PS2,Dispute,2021-06-14 21:33:34
1724,C1,PS2,Dispute,2021-06-14 22:38:24
1725,C1,PS2,Theft,2021-06-14 22:43:47
1726,C1,PS2,Cyber Crimes,2021-06-15 11:25:58
1727,C1,PS2,Dispute,2021-06-15 11:54:31
1728,C1,PS2,Dispute,2021-06-15 11:55:21
1729,C1,PS2,Domestic Violence,2021-06-15 12:13:14
1730,C1,PS2,Dispute,2021-06-15 15:05:45
1731,C1,PS2,Theft,2021-06-15 18:17:37
1732,C1,PS2,Domestic Violence,2021-06-15 22:02:51
1733,C1,PS2,Missing,2021-06-15 22:13:11
1734,C1,PS2,Domestic Violence,2021-06-15 22:21:12
1735,C1,PS2,Dispute,2021-06-15 23:08:49
1736,C1,PS2,Female Sexual Harrassment,2021-06-16 01:29:51
1737,C1,PS2,Dispute,2021-06-16 05:50:19
1738,C1,PS2,Threat In Person,2021-06-16 14:08:28
1739,C1,PS2,Domestic Violence,2021-06-16 14:10:18
1740,C1,PS2,Dispute,2021-06-16 14:33:00
1741,C1,PS2,Threat In Person,2021-06-16 15:42:05
1742,C1,PS2,Information Against Police,2021-06-16 15:43:58
1743,C1,PS2,Domestic Violence,2021-06-16 16:18:57
1744,C1,PS2,Dispute,2021-06-16 21:20:46
1745,C1,PS2,Dispute,2021-06-16 21:26:36
1747,C1,PS2,Threat In Person,2021-06-16 22:31:43
1748,C1,PS2,Threat In Person,2021-06-16 22:53:09
1749,C1,PS2,Suspicious Person Information,2021-06-17 00:17:35
1750,C1,PS2,Traffic Jam,2021-06-17 11:37:19
1751,C1,PS2,Robbery,2021-06-17 13:25:26
1752,C1,PS2,Cyber Crimes,2021-06-17 16:30:43
1753,C1,PS2,Dispute,2021-06-17 19:52:19
1754,C1,PS2,Animals Related,2021-06-17 19:56:29
1755,C1,PS2,Threat In Person,2021-06-17 20:11:28
1756,C1,PS2,Dowry Related Crime,2021-06-17 20:34:38
1757,C1,PS2,Dispute,2021-06-17 22:04:13
1759,C1,PS2,Information Against Other Government Departments,2021-06-18 05:26:30
1760,C1,PS2,Threat In Person,2021-06-18 09:22:09
1761,C1,PS2,Dispute,2021-06-18 12:04:44
1762,C1,PS2,Found Deadbody,2021-06-18 12:23:16
1763,C1,PS2,Dispute,2021-06-18 14:01:19
1764,C1,PS2,Dispute,2021-06-18 16:17:52
1765,C1,PS2,Animals Related,2021-06-18 17:58:03
1766,C1,PS2,Threat In Person,2021-06-18 18:11:07
1767,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-18 18:57:31
1768,C1,PS2,Kidnap,2021-06-18 19:15:04
1769,C1,PS2,Domestic Violence,2021-06-18 20:23:54
1770,C1,PS2,Dispute,2021-06-18 20:51:56
1771,C1,PS2,Dispute,2021-06-18 22:35:15
1772,C1,PS2,Dispute,2021-06-19 00:29:52
1773,C1,PS2,Dispute,2021-06-19 02:22:58
1774,C1,PS2,Theft,2021-06-19 11:09:59
1775,C1,PS2,Domestic Violence,2021-06-19 14:12:43
1776,C1,PS2,Domestic Violence,2021-06-19 14:34:04
1778,C1,PS2,Dispute,2021-06-19 21:26:16
1780,C1,PS2,Threat In Person,2021-06-20 00:13:54
1781,C1,PS2,Dispute,2021-06-20 00:52:38
1782,C1,PS2,Dispute,2021-06-20 11:16:55
1783,C1,PS2,Property Disputes,2021-06-20 11:23:19
1784,C1,PS2,Dispute,2021-06-20 12:29:11
1787,C1,PS2,Female Sexual Harrassment,2021-06-20 14:15:49
1789,C1,PS2,Property Disputes,2021-06-20 14:45:17
1790,C1,PS2,Threat In Person,2021-06-20 18:27:13
1791,C1,PS2,Threat In Person,2021-06-20 21:59:30
1792,C1,PS2,Threat In Person,2021-06-20 23:59:55
1793,C1,PS2,Encroachment,2021-06-21 15:48:24
1794,C1,PS2,Dispute,2021-06-21 17:03:04
1795,C1,PS2,Dispute,2021-06-21 17:50:03
1796,C1,PS2,Information Against Police,2021-06-21 20:09:12
1797,C1,PS2,Domestic Violence,2021-06-21 21:13:31
1798,C1,PS2,Threat In Person,2021-06-21 22:17:54
1799,C1,PS2,Property Disputes,2021-06-21 22:30:45
1800,C1,PS2,Dispute,2021-06-21 22:46:03
1801,C1,PS2,Property Disputes,2021-06-21 22:51:07
1802,C1,PS2,Threat In Person,2021-06-21 23:40:56
1803,C1,PS2,Threat In Person,2021-06-21 23:42:42
1804,C1,PS2,Dispute,2021-06-21 23:58:47
1805,C1,PS2,Dispute,2021-06-22 01:03:26
1806,C1,PS2,Threat In Person,2021-06-22 01:10:31
1807,C1,PS2,Threat In Person,2021-06-22 01:19:10
1808,C1,PS2,Missing,2021-06-22 01:34:00
1809,C1,PS2,Property Disputes,2021-06-22 02:27:00
1810,C1,PS2,Threat In Person,2021-06-22 02:59:43
1811,C1,PS2,Property Disputes,2021-06-22 03:06:43
1812,C1,PS2,Threat In Person,2021-06-22 03:21:08
1813,C1,PS2,Domestic Violence,2021-06-22 03:43:03
1814,C1,PS2,Threat In Person,2021-06-22 03:53:54
1815,C1,PS2,Threat In Person,2021-06-22 04:32:26
1816,C1,PS2,Property Disputes,2021-06-22 04:33:26
1817,C1,PS2,Cyber Crimes,2021-06-22 11:44:57
1818,C1,PS2,Female Sexual Harrassment,2021-06-22 14:54:54
1819,C1,PS2,Missing,2021-06-22 15:25:18
1820,C1,PS2,Medium Fire,2021-06-22 23:40:22
1821,C1,PS2,Threat In Person,2021-06-22 23:41:04
1822,C1,PS2,Domestic Violence,2021-06-23 00:02:03
1823,C1,PS2,Property Disputes,2021-06-23 08:31:44
1824,C1,PS2,Dispute,2021-06-23 13:30:40
1825,C1,PS2,Cyber Crimes,2021-06-23 16:06:28
1826,C1,PS2,Dispute,2021-06-23 16:47:56
1827,C1,PS2,Sos,2021-06-23 17:44:48
1828,C1,PS2,Dispute,2021-06-23 17:47:18
1829,C1,PS2,Dispute,2021-06-23 17:48:57
1830,C1,PS2,Dispute,2021-06-23 18:57:30
1831,C1,PS2,Robbery,2021-06-23 21:19:40
1832,C1,PS2,Domestic Violence,2021-06-23 21:22:01
1833,C1,PS2,Threat In Person,2021-06-23 21:40:52
1835,C1,PS2,Dispute,2021-06-23 22:56:25
1837,C1,PS2,Domestic Violence,2021-06-23 23:38:34
1838,C1,PS2,Dispute,2021-06-24 00:02:30
1839,C1,PS2,Information Against Police,2021-06-24 00:49:42
1840,C1,PS2,Differently Abled People,2021-06-24 01:26:02
1841,C1,PS2,Property Disputes,2021-06-24 09:22:05
1842,C1,PS2,Dispute,2021-06-24 09:32:54
1843,C1,PS2,Dispute,2021-06-24 10:40:58
1844,C1,PS2,Dispute,2021-06-24 10:44:59
1845,C1,PS2,Domestic Violence,2021-06-24 13:47:18
1846,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-24 14:25:53
1847,C1,PS2,Theft,2021-06-24 19:46:59
1848,C1,PS2,Theft,2021-06-24 22:47:28
1849,C1,PS2,Threat In Person,2021-06-24 23:12:07
1850,C1,PS2,Domestic Violence,2021-06-24 23:21:17
1851,C1,PS2,Threat In Person,2021-06-25 01:38:46
1852,C1,PS2,Crime On Phone Mobile Social Media Internet,2021-06-25 01:58:44
1855,C1,PS2,Theft,2021-06-25 04:41:59
1856,C1,PS2,Dispute,2021-06-25 06:56:45
1857,C1,PS2,Dispute,2021-06-25 09:02:51
1858,C1,PS2,Dispute,2021-06-25 11:33:40
1859,C1,PS2,Attempted Murder,2021-06-25 12:18:40
1860,C1,PS2,Dispute,2021-06-25 13:23:50
1861,C1,PS2,Dispute,2021-06-25 16:07:26
1862,C1,PS2,Dispute,2021-06-25 17:18:05
1863,C1,PS2,Property Disputes,2021-06-25 17:36:20
1864,C1,PS2,Threat In Person,2021-06-25 20:26:34
1865,C1,PS2,Dispute,2021-06-25 20:38:08
1866,C1,PS2,Domestic Violence,2021-06-25 21:08:45
1867,C1,PS2,Cyber Crimes,2021-06-25 22:58:19
1868,C1,PS2,Information Against Police,2021-06-26 00:17:58
1869,C1,PS2,Information Against Police,2021-06-26 00:22:22
1870,C1,PS2,Missing,2021-06-26 00:23:36
1871,C1,PS2,Dispute,2021-06-26 01:19:39
1872,C1,PS2,Dispute,2021-06-26 02:43:29
1873,C1,PS2,Domestic Violence,2021-06-26 04:12:13
1874,C1,PS2,Domestic Violence,2021-06-26 14:00:54
1875,C1,PS2,Dispute,2021-06-26 14:18:11
1876,C1,PS2,Domestic Violence,2021-06-26 14:56:57
1877,C1,PS2,Threat In Person,2021-06-26 15:16:53
1878,C1,PS2,Dispute,2021-06-26 15:26:04
1879,C1,PS2,Property Disputes,2021-06-26 16:27:23
1880,C1,PS2,Dispute,2021-06-26 17:45:53
1881,C1,PS2,Female Harrassment,2021-06-26 18:38:33
1882,C1,PS2,Threat In Person,2021-06-26 18:52:21
1883,C1,PS2,Threat In Person,2021-06-26 18:54:05
1884,C1,PS2,Dispute,2021-06-26 18:58:07
1885,C1,PS2,Domestic Violence,2021-06-26 20:33:33
1886,C1,PS2,Domestic Violence,2021-06-26 23:46:56
1888,C1,PS2,Threat In Person,2021-06-27 02:06:31
1889,C1,PS2,Threat In Person,2021-06-27 07:05:45
1890,C1,PS2,Animals Related,2021-06-27 07:21:06
1892,C1,PS2,Dispute,2021-06-27 10:12:26
1893,C1,PS2,Dispute,2021-06-27 10:13:25
1894,C1,PS2,Dispute,2021-06-27 11:01:44
1895,C1,PS2,Threat In Person,2021-06-27 11:07:06
1896,C1,PS2,Dispute,2021-06-27 11:07:09
1897,C1,PS2,Information Against Police,2021-06-27 11:18:54
1899,C1,PS2,Property Disputes,2021-06-27 12:15:37
1901,C1,PS2,Information Against Police,2021-06-27 14:53:16
1902,C1,PS2,Threat In Person,2021-06-27 17:31:08
1903,C1,PS2,Robbery,2021-06-27 17:44:06
1904,C1,PS2,Dispute,2021-06-27 18:10:17
1907,C1,PS2,Dispute,2021-06-27 19:33:13
1908,C1,PS2,Dispute,2021-06-27 19:47:32
1909,C1,PS2,Dispute,2021-06-27 20:10:40
1910,C1,PS2,Dispute,2021-06-27 20:19:10
1911,C1,PS2,Domestic Violence,2021-06-27 20:43:09
1912,C1,PS2,Robbery,2021-06-27 21:12:21
1913,C1,PS2,Threat In Person,2021-06-27 21:34:16
1914,C1,PS2,Child Crime,2021-06-27 22:05:05
1915,C1,PS2,Suspicious Person Information,2021-06-27 22:25:09
1917,C1,PS2,Theft,2021-06-28 00:04:52
1918,C1,PS2,Theft,2021-06-28 00:31:40
1919,C1,PS2,Dispute,2021-06-28 12:13:58
1920,C1,PS2,Medium Fire,2021-06-28 14:35:40
1921,C1,PS2,Sos,2021-06-28 18:42:21
1922,C1,PS2,Dispute,2021-06-28 21:25:38
1923,C1,PS2,Attempted Murder,2021-06-28 22:34:13
1924,C1,PS2,Domestic Violence,2021-06-29 01:39:07
1925,C1,PS2,Domestic Violence,2021-06-29 01:41:46
1926,C1,PS2,Theft,2021-06-29 01:54:11
1927,C1,PS2,Theft,2021-06-29 04:33:32
1928,C1,PS2,Dispute,2021-06-29 08:47:37
1929,C1,PS2,Domestic Violence,2021-06-29 09:08:10
1930,C1,PS2,Threat In Person,2021-06-29 09:50:58
1933,C1,PS2,Traffic Jam,2021-06-29 17:00:07
